id,brand,model,version,year,km,sell_price,purchase_price
32286,BMW,R,NINET SCRAMBLER,2017,6856,11290,9750
32288,HONDA,CB,125 R,2020,10000,3690,
32295,YAMAHA,MT,125,2017,30000,2990,
32299,YAMAHA,X-MAX,250,2006,40000,1390,
32307,Ducati,Monster,900 ie,2000,40000,3690,
32311,YAMAHA,YZF,R 6,2004,50000,2990,
32316,KYMCO,SUPER DINK,125,2016,40000,1790,
32323,KTM,DUKE,125,2015,30000,2490,
32324,PEUGEOT,TWEET,50,2022,10000,1890,
32327,BMW,K,1200 S,2007,60000,4490,
32328,SYM,JOYMAX,125,2017,4900,2490,1550
32330,KTM,EXC,250 F,2006,10000,2990,
32331,TRIUMPH,TIGER,1200,2020,10000,16490,
32335,KYMCO,LIKE,125,2015,16900,1190,300
32338,TRIUMPH,STREET,TRIPLE,2008,50000,3790,
32341,SUZUKI,GS,500,2007,30000,1990,850
32347,HONDA,X-ADV,750,2018,20000,8290,
32348,YAMAHA,T-MAX,530,2014,30000,7190,
32350,HONDA,CBR,650 R,2019,4500,8690,7000
32352,HONDA,CB,125 R,2018,2500,3690,2400
32363,Wottan,Storm,2019,2019,20000,1590,
32364,Yamaha,Fz6,S2,2007,80000,1990,
32365,Suzuki,Marauder,250,2003,20000,1190,
32378,HONDA,VARADERO,XL 1000,2005,50000,5290,2800
32380,BMW,S,1000 XR,2017,30000,13790,11500
32384,DUCATI,MONSTER,696,2008,40000,4090,
32389,KAWASAKI,Z,900,2020,20000,7990,
32392,YAMAHA,XT,125 R,2009,10000,1890,
32408,BMW,G,310 R,2017,20000,3090,
32413,BMW,R,1200 GS,2010,60000,8390,6000
32417,KTM,ADVENTURE,1190,2014,50000,8790,
32420,VESPA,PRIMAVERA,125,2021,10000,3690,2500
32424,VESPA,LX,125,2011,20000,2190,
32425,YAMAHA,NMAX,125CC,2016,41700,1990,1200
32426,HARLEY DAVIDSON,SPORTSTER,FORTY EIGHT 1200,2014,20000,9990,
32428,BMW,650,ST,2014,40000,4990,
32431,SUZUKI,INTRUDER,125,2007,30000,2190,
32433,Keeway,Rk125,Rk125,2016,2621,1290,500
32437,BMW,R,1200 RS,2018,20000,12790,
32439,YAMAHA,XSR,700,2018,10000,6190,
32440,YAMAHA,FZ6,N,2004,40000,2490,
32441,YAMAHA,NIKEN,NIKEN GT,2018,30000,11390,
32442,YAMAHA,X-MAX,300,2019,20000,4390,
32444,BMW,650,ST,2000,60000,1790,
32446,HONDA,PCX,125,2019,700,2990,2200
32448,KEEWAY,K LIGHT,125,2018,20000,1390,
32449,YAMAHA,XSR,900,2018,30000,7790,
32451,MV AGUSTA,BRUTALE,800,2013,22000,6990,6000
32454,KTM,DUKE,790,2021,20000,6990,
32458,YAMAHA,FZ1,S,2007,60000,3990,
32465,Brixton,BX125R,BX125R,2018,20000,1290,
32467,SUZUKI,V-STROM,650,2011,80000,3890,
32470,HONDA,SH,125 MODE,2014,6467,2590,1750
32485,PIAGGIO,LIBERTY,125,2009,20000,1290,
32491,KTM,ADVENTURE,1190,2014,60000,8990,
32494,VESPA,LX,125,2006,50000,990,150
32499,GOES,GT 125,GT 125,2017,1935,1690,600
32500,PIAGGIO,LIBERTY,125,2006,30000,1190,
32502,KAWASAKI,Z,1000,2013,40000,5990,4000
32508,SYM,JET,50,2013,30000,990,
32513,BMW,R,1200 GS,2003,80000,5590,
32515,YAMAHA,T-MAX,530,2019,20000,8990,
32518,BMW,G,650 X COUNTRY,2007,20000,4890,
32520,KAWASAKI,Z,250,2016,10000,2890,
32523,DUCATI,MONSTER,797,2018,10000,6890,
32524,YAMAHA,FZ6,N,2004,60000,2190,
32532,HONDA,CB,600 F HORNET,2003,40000,1990,
32534,KAWASAKI,Z,900,2019,10000,6790,
32535,YAMAHA,XJR,1300,2017,10000,7990,
32537,KTM,RC8,1190 R,2008,14889,7390,4000
32539,MASH,SEVENTY FIVE,125,2015,20000,1190,
32540,KAWASAKI,Z,900,2018,20000,6890,5600
32543,Hanway,Scrambler,125,2020,10000,1590,
32546,HONDA,VARADERO,XL 1000,2003,60000,2790,
32547,DUCATI,SCRAMBLER,DESERT,2017,10000,9990,
32551,KEEWAY,K-LIGHT,125,2019,1100,1790,1000
32554,DUCATI,HYPERMOTARD,950,2019,11020,12990,10000
32558,HARLEY DAVIDSON,SPORTSTER,883,2008,60000,5590,
32561,SUZUKI,[*AJ*] BURGMAN,125,2007,30000,1590,
32562,HONDA,FORZA,300,2018,50000,3790,
32563,KYMCO,[*AJ*] K-XCT,125i ABS,2016,30000,1990,
32565,BMW,C,400 GT,2019,10000,6590,
32569,YAMAHA,YZF,R1,2020,9385,18990,17000
32570,SUZUKI,MARAUDER,250,2005,30000,1190,
32572,PEUGEOT,CITYSTAR,125,2019,7283,2290,1350
32579,BMW,F,800 S,2007,60000,2990,
32580,HARLEY DAVIDSON,STREET GLIDE,SPECIAL,2018,10000,6490,
32584,VESPA,GTS,125,2011,20000,2890,
32585,YAMAHA,MT,7,2016,30000,4590,
32587,BMW,S,1000 XR,2016,80000,10490,
32589,BMW,F,800 R,2012,30000,4790,
32590,DAELIM,S2,125 CC,2019,30000,1990,
32591,SUZUKI,GSR,600,2006,49191,2190,1000
32593,HARLEY DAVIDSON,SOFTAIL,SLIM,2016,20000,19990,
32595,HONDA,[*AJ*] FORZA,250 EX,2007,30000,1390,
32597,KEEWAY,RKR,125,2020,10000,2190,
32598,KAWASAKI,Z,750,2007,50000,3090,1899
32601,SUZUKI,GSX,R 600,2005,60000,2990,
32602,KTM,[*AJ*] DUKE,125,2019,20000,3490,
32607,BENELLI,[*AJ*] TRK,502,2020,20000,5290,
32612,YAMAHA,TENERE,700,2021,10000,9490,
32613,VESPA,GTS,300,2020,10000,4790,
32614,TRIUMPH,[*AJ*] SPRINT,ST,2006,20000,4290,
32620,HONDA,FORZA,300,2019,20000,4190,
32623,KTM,EXC,300,2018,10000,6490,
32625,HONDA,[*AJ*] CBR,600 F,2005,50000,2790,
32626,SYM,MAXSYM,600,2018,20000,4190,
32630,HONDA,NC,750X,2021,10000,7590,
32631,VESPA,GTS,300,2010,30000,3390,
32634,HONDA,TRANSALP,XL 700 V,2008,40000,4290,
32640,APRILIA,PEGASO,650,2009,20000,2390,
32644,HONDA,CBR,1000 RR,2005,67500,3990,2700
32647,KAWASAKI,[*AJ*] NINJA,ZX 10R,2008,40000,4490,
32649,KAWASAKI,Z,750,2005,50000,2850,
32652,YAMAHA,T-MAX,530,2019,10000,9490,
32659,KYMCO,AGILITY,125,2020,10000,1890,
32662,BMW,C,600 SPORT,2012,30000,4990,
32666,SUZUKI,BURGMAN,125,2011,30000,1590,
32669,KTM,[*AJ*] DUKE,125,2017,30000,3190,
32671,SUZUKI,V-STROM,650,2007,80000,2790,
32674,PIAGGIO,ZIP,50,2018,10000,1290,
32676,SYM,JOYMAX,125,2017,20000,2390,
32679,SUZUKI,[*AJ*] INTRUDER,M 800,2010,20000,5590,
32689,KYMCO,GRAND DINK,300,2019,10000,2990,
32691,TRIUMPH,TIGER,800,2012,37000,7290,5600
32692,HONDA,CBR,650 R,2021,10000,8490,7300
32694,TRIUMPH,BONNEVILLE,SE,2013,20000,6690,
32695,SUZUKI,V-STROM,650,2004,60000,2990,
32705,KTM,DUKE,390,2014,30000,2590,
32706,SYM,VS,125,2016,10000,1390,
32707,TRIUMPH,TIGER,800,2018,30000,9290,
32722,BMW,F,800 GT,2016,40000,6390,
32726,KEEWAY,LOGIK,125,2017,10000,1590,
32735,SUZUKI,BANDIT,650,2005,80000,1790,
32741,YAMAHA,YZF,R1,2007,20000,7290,
32743,PEUGEOT,SPEEDFIGHT,100,2018,20000,1290,
32750,HONDA,CBF,500,2007,50000,2490,
32755,HONDA,CB,600 F HORNET,2008,25315,3490,2000
32758,HONDA,PANTHEON,125,2005,40000,1490,
32763,SHERCO,SE,0.5,2021,10000,6990,
32764,HARLEY DAVIDSON,[*AJ*] SPORTSTER,883 CUSTOM,2007,10000,6690,
32766,YAMAHA,MT,9,2018,10000,9890,
32767,BMW,650,ST,2018,20000,7290,
32769,KEEWAY,RKR,125,2018,10000,2190,
32770,KAWASAKI,Z,900,2020,20000,7990,7000
32771,HONDA,SILVER WING,600,2007,30000,2490,
32773,YAMAHA,[*AJ*] MT,7,2012,10000,4790,
32777,BMW,C,650 GT,2018,20000,6790,5000
32784,BMW,K,1600 GT,2013,50000,12599,
32785,SUZUKI,MARAUDER,250,2007,30000,1390,
32789,KAWASAKI,[*AJ*] Z,900,2020,6400,8290,7000
32791,SUZUKI,GS,500,2007,32106,1790,600
32792,ZONTES,V310,V310,2020,10000,3990,
32793,KAWASAKI,[*AJ*] ZX,6R,2008,40000,4390,
32796,BMW,[*AJ*] R,1200 GS ADVENTURE,2016,60000,14990,
32801,KYMCO,GRAND DINK,125,2017,30000,1990,
32812,DUCATI,MONSTER,796,2011,30000,5590,
32814,SUZUKI,BURGMAN,125,2008,32000,1590,850
32815,HONDA,AFRICA TWIN,CRF 1000L,2019,50000,9690,
32816,HONDA,CB,650R,2020,10000,7190,
32817,ZONTES,G1,125,2021,10000,2990,1800
32820,YAMAHA,TENERE,700,2020,10000,9590,
32821,SYM,SYMPHONY SR,125,2017,7884,1490,700
32823,HONDA,FORZA,300,2020,10000,4890,
32827,KAWASAKI,NINJA,400,2019,10000,5990,4300
32832,VESPA,LXV,125,2010,10000,2290,
32833,SUZUKI,MARAUDER,125,2006,40000,1390,
32834,HARLEY DAVIDSON,STREET GLIDE,SPECIAL,2020,10000,7590,
32837,KAWASAKI,Z,750,2011,50000,3790,
32841,KYMCO,VITALITY,50,2016,10000,1190,
32844,KYMCO,AK,550,2018,10000,5990,
32845,HONDA,SH,300,2011,80000,1890,
32848,YAMAHA,T-MAX,500,2008,51000,4790,3000
32851,Brixton,Cronwell,125,2019,10000,1790,
32855,SYM,FIDLE II,125,2017,10000,1390,
32858,MACBOR,SHIFTER,125,2021,3115,1990,1300
32859,DAELIM,DAYSTAR,125 FI,2019,10000,1890,
32860,KYMCO,SUPER DINK,125,2018,10000,3190,
32864,KYMCO,GRAND DINK,125,2017,20000,2290,
32868,YAMAHA,XSR,700,2017,30000,5290,
32871,KTM,[*AJ*] DUKE,125,2019,20000,3790,
32873,Brixton,Cromwell 125,125,2020,20000,1990,
32875,HONDA,FORZA,300,2021,20000,4890,
32877,Voge,500 DS,DS,2020,927,4990,4000
32878,KAWASAKI,Z,400,2019,24501,4990,4000
32879,KAWASAKI,NINJA,ZX 10R,2004,60000,2990,
32880,KAWASAKI,Z,800,2016,20000,5990,
32883,KAWASAKI,[*AJ*] Z,800e,2016,20000,5890,
32885,KTM,DUKE,125,2017,50000,2690,
32889,Wottan,Storm,125,2017,10000,1590,
32890,HONDA,X-ADV,750,2017,39300,7590,6200
32891,HONDA,SH,150,2003,10000,1490,
32894,HONDA,DEAUVILLE,NT 600,2004,40000,2590,
32897,SUZUKI,INTRUDER,250,2008,20000,2190,
32900,KEEWAY,RKF,125,2019,10000,1990,
32905,KTM,ADVENTURE,1290,2017,40000,12290,
32909,BMW,F,650 GS,2005,50000,3490,
32911,HARLEY DAVIDSON,[*AJ*] TOURING,ELECTRA GILDE ULTRA CLASSIC,2005,50000,13990,
32913,SUZUKI,V-STROM,650,2008,60000,3490,
32916,KAWASAKI,NINJA,ZX 6R,2009,20000,5990,
32917,SUZUKI,MARAUDER,125,2005,20000,1790,
32923,BMW,F,850 GS,2019,20000,11590,
32930,DUCATI,MULTIESTRADA,1260,2018,20000,16390,
32933,HARLEY DAVIDSON,SPORTSTER,883 LOW,2016,20000,7290,
32935,BMW,R,1200 ST,2005,58700,5490,4000
32936,HONDA,CB,650R,2020,6528,6990,6000
32946,SYM,MAXSYM,400,2021,10000,5390,
32948,BMW,K,1600 GT,2018,40000,18490,
32950,YAMAHA,MT,3,2016,30000,3790,
32952,KYMCO,[*AJ*] AK,550,2017,3023,6790,5500
32954,SUZUKI,BURGMAN,400,2008,20000,2690,
32955,KYMCO,SUPER DINK,125,2019,14000,2790,2000
32959,HARLEY DAVIDSON,SPORTSTER,XL 1200,2012,10000,9990,
32960,TRIUMPH,STREET,TRIPLE,2019,20000,6490,
32964,RIEJU,TANGO,125,2021,10000,2990,
32969,KYMCO,K-XCT,125,2013,30000,2490,
32970,BUELL,[*AJ*] LIGHTNING,CITYX XB 9 SX,2007,60000,4490,
32974,SYM,SYMPHONY,125,2018,10000,2190,
32975,KEEWAY,LOGIK,125,2016,23000,1290,470
32984,KAWASAKI,VERSYS,650,2018,20000,6490,5000
32985,HONDA,SH,125 MODE,2014,6190,2590,1400
32987,BMW,F,900 R,2021,10000,9290,
32988,DUCATI,MULTIESTRADA,1200,2017,20000,15390,
32989,BMW,S,1000 XR,2018,50000,13990,
33001,BENELLI,502,C,2019,6560,4990,3750
33002,Piaggio,Vespa,GTS 250 ie,2005,20000,2290,
33009,KAWASAKI,ER,5,2006,40000,2190,
33010,YAMAHA,MT,7,2020,15067,5690,4700
33011,SUZUKI,BANDIT,650,2006,30000,2790,
33012,KAWASAKI,Z,750,2007,50000,2490,
33013,BMW,[*AJ*] G,650 GS SERTAO,2013,50000,4390,
33014,SUZUKI,GS,500,1998,60000,1290,
33018,KAWASAKI,[*AJ*] Z,750,2005,40000,2390,
33019,BMW,R,1250 RS,2019,10000,16290,
33025,HONDA,PCX,125,2019,20000,2190,
33035,BMW,R,1250 GS ADVENTURE,2020,10000,21490,
33038,HONDA,[*AJ*] CBR,1000 RR FIREBLADE,2008,26000,9190,7000
33040,PIAGGIO,LIBERTY,125,2020,10000,2190,
33041,YAMAHA,TW,200,2005,20000,2990,
33043,SUZUKI,[*AJ*] V-STROM,650 ABS,2018,40000,6690,
33046,SYM,JOYMAX,125,2018,20000,2690,
33055,KYMCO,AGILITY,125,2017,20000,1690,
33063,BMW,R,1200 GS ADVENTURE,2015,42000,14990,12900
33064,BENELLI,502,C,2019,30000,4590,
33066,YAMAHA,X-MAX,125,2018,12364,3890,3350
33067,Swm,300r,Enduro,2021,10000,4990,
33068,DUCATI,1198,1198,2011,50000,6990,
33076,HONDA,[*AJ*] TRANSALP,XL 700 V,2008,80000,3390,
33077,HONDA,CB,1000 R,2008,80000,3990,
33088,Royal enfield,Himalayan,411,2019,10000,3990,
33091,KTM,DUKE,125,2015,60000,1990,
33092,YAMAHA,XT,125 R,2006,20000,1790,
33093,YAMAHA,XSR,125,2022,10000,3990,
33104,YAMAHA,X-MAX,250,2012,50000,2290,
33113,DUCATI,DIAVEL,DIAVEL,2012,40000,10990,
33116,KAWASAKI,GTR,1400,2011,80000,6590,
33118,PIAGGIO,BEVERLY,350,2012,50000,2390,
33123,PEUGEOT,TWEET,125,2019,10000,1790,
33124,DUCATI,MULTIESTRADA,1200,2016,60000,11990,
33125,DUCATI,MULTIESTRADA,950,2020,20000,9490,
33126,YAMAHA,X-MAX,125,2018,10000,4090,
33128,SUZUKI,GSX,S 750,2019,8380,7490,6300
33129,SYM,JOYMAX,300,2010,12600,2190,900
33139,MOTOR HISPANIA,BOGGA,125,2021,10000,1990,
33140,KYMCO,X CITING,400,2017,30000,3690,
33141,YAMAHA,XVS,650 DRAG STAR CLASSIC,2006,80000,2590,
33144,HONDA,CBR,600 RR,2007,50000,4990,
33147,SUZUKI,GSX,R 600,2004,80000,1790,
33149,KAWASAKI,Z,750,2007,60000,3190,
33150,YAMAHA,XVS,650 DRAG STAR CLASSIC,2004,20000,3890,
33165,SUZUKI,GSX,S 750,2021,10000,8190,
33173,KAWASAKI,ER,6N,2012,80000,2990,
33174,YAMAHA,YZF,R 125,2020,10000,4290,
33177,SUZUKI,BURGMAN,400,2008,50000,2190,
33178,MACBOR,SHIFTER,125,2019,10000,1990,
33183,HONDA,[*AJ*] CB,500 X ABS,2017,10000,4990,
33185,TRIUMPH,[*AJ*] TIGER,800 XC ABS,2016,60000,6690,
33193,HARLEY DAVIDSON,STREET GLIDE,SPECIAL,2016,50000,23290,
33196,TRIUMPH,TIGER,800,2016,34500,8490,6700
33206,YAMAHA,[*AJ*] T-MAX,500,2008,30000,5490,
33207,BMW,F,650 GSDAKAR,2000,24668,2990,1500
33210,KAWASAKI,NINJA,400,2019,30000,4990,
33226,PEUGEOT,SATELIS,125,2006,10000,1290,
33227,SUZUKI,GSR,600,2008,60000,2390,
33231,KYMCO,GRAND DINK,125,2017,30000,2290,
33247,SUZUKI,BURGMAN,125,2015,60000,1890,
33248,SUZUKI,BANDIT,650,2011,30000,3590,1900
33252,SUZUKI,GSX,R 600,2007,40000,4590,
33256,VESPA,PRIMAVERA,125,2020,10000,3590,
33260,SUZUKI,BANDIT,650,2002,50000,2290,950
33264,DUCATI,SCRAMBLER,CAFÉ RACER,2017,10000,8290,6600
33267,HONDA,[*AJ*] PASSION,125 ie,2006,30000,1190,
33270,YAMAHA,YZF,R 125,2008,30000,2290,
33275,HONDA,PCX,125,2020,726,2490,2000
33280,KTM,DUKE,125,2019,2567,3890,3000
33282,SYM,SYMPHONY,125,2009,20000,990,
33287,SUZUKI,INAZUMA,250,2015,9669,2790,1800
33289,TRIUMPH,TIGER,800,2019,20000,9990,
33302,SYM,[*AJ*] JET,4T 125,2018,10000,2190,
33306,SYM,SYMPHONY,125,2021,10000,1890,
33307,Yamaha,Src 950cc,950 cc,2020,30000,6890,
33308,YAMAHA,X-MAX,125,2018,10000,3990,
33309,PEUGEOT,CITYSTAR,125,2013,20000,990,
33310,YAMAHA,SR,250,2001,20000,1190,
33315,KAWASAKI,VULCAN,EN 500,1996,10000,1990,
33320,KYMCO,VENOX,250 I,2006,40000,990,
33324,YAMAHA,T-MAX,530,2014,40000,6390,
33332,BMW,R,1200 GS,2006,60000,6590,
33341,SUZUKI,MARAUDER,125,2008,10000,2190,
33344,HONDA,CBF,600 S,2003,40000,2290,
33347,SUZUKI,INTRUDER,M 1800 R,2006,40000,8590,
33348,SUZUKI,[*AJ*] GSX-S,750Z,2019,20000,6990,
33357,KAWASAKI,Z,750,2010,60000,3490,
33363,HONDA,CB,125 F,2020,10000,1990,1400
33364,KAWASAKI,Z,800,2016,20000,5790,
33369,KYMCO,AGILITY,125,2018,10000,1790,
33370,PIAGGIO,BEVERLY,300,2022,10000,4590,
33371,BMW,F,800 R,2014,10000,5990,
33372,PIAGGIO,MEDLEY,125,2018,41500,1790,900
33374,SUZUKI,[*AJ*] INTRUDER,M 800,2010,20000,5490,
33376,KTM,ADVENTURE,1290,2020,10000,13990,
33378,Zontes,Z2,Naked,2021,10000,2490,
33380,YAMAHA,X-MAX,400,2019,10000,5390,
33382,Brixton,Bx125x,Bx125x,2018,20000,1890,
33383,Husqvarna,Tr 650,Terra,2014,20000,3990,
33390,YAMAHA,[*AJ*] NMAX,125cc,2016,20000,2490,
33393,Ducati,[*AJ*] Multristrada,1200,2015,60000,9590,
33394,HARLEY DAVIDSON,SPORTSTER,1200 R ROADSTER,2004,40000,6290,
33395,quatro,qooder,400 cc,2019,10000,4990,
33397,KAWASAKI,Z,250,2015,30000,2190,
33400,SYM,CRUISYM,125,2019,12630,2790,2000
33401,YAMAHA,FJR,1300,2008,80000,4990,
33406,DUCATI,[*AJ*] STREETFIGHTER,1100,2010,10000,8990,
33407,KYMCO,SUPER DINK,125,2020,10000,3290,
33412,HONDA,CBF,600 N,2006,48800,2490,1500
33413,SUZUKI,GSX,R 600,2003,50000,2290,
33428,APRILIA,SHIVER,750,2011,10000,4590,
33429,KTM,DUKE,125,2018,20000,3890,
33439,YAMAHA,XVS,250 DRAG STAR,2003,30000,1990,
33443,DUCATI,PANIGALE,959,2018,20000,15990,
33447,BMW,F,800 GS,2017,30000,8990,
33450,KAWASAKI,ER,6F,2011,20000,3990,
33452,BMW,R,1200 GS,2017,30000,14390,
33456,GILERA,GP,800,2008,50000,3290,
33461,BMW,[*AJ*] F,700 GS,2016,50000,6490,
33466,HONDA,CBR,600 RR,2005,50000,3590,
33473,Hanway,Furious,125,2019,10000,2190,
33476,DUCATI,HYPERSTRADA,HYPERSTRADA,2015,22677,8990,6800
33480,HONDA,CBR,1100XX,2003,60000,4790,3000
33488,BMW,K,1200 S,2005,80000,3490,
33489,KYMCO,K-XCT,125,2015,10000,1190,
33495,SYM,SYMPHONY,125,2017,10000,1990,
33499,YAMAHA,CYGNUS,125 X,2011,20000,1390,
33503,YAMAHA,XT,125 R,2008,50000,1690,
33514,Hanway,Furious,Nk 125,2019,10000,1990,
33515,HONDA,SH,350,2021,10000,5790,
33517,HONDA,CBF,600 N,2004,30000,2990,
33520,HONDA,SH,300,2009,80000,1990,
33521,YAMAHA,T-MAX,500,2005,30000,5490,
33530,KAWASAKI,Z,125,2019,10000,3390,
33534,Peugeot,Bellville,125,2019,10000,1990,
33535,SUZUKI,BANDIT,650,2008,50000,2890,
33541,BMW,G,310 GS,2019,3639,4490,3250
33543,DUCATI,MULTIESTRADA,950,2019,10000,10490,
33544,SYM,SYMPHONY,125,2021,10000,2090,
33549,TRIUMPH,[*AJ*] STREET,TRIPLE,2013,30000,4790,
33563,BENELLI,TRK,502,2019,20000,4990,
33564,KTM,[*AJ*] SUPER DUKE,1290 R,2018,29000,11990,9950
33567,DUCATI,MULTIESTRADA,950,2019,20000,10290,
33573,SUZUKI,V-STROM,650,2019,10000,7290,
33577,HONDA,CB,600 F HORNET,2007,60000,2790,
33578,YAMAHA,[*AJ*] TRACER,700,2017,20000,6190,
33580,HONDA,CBF,600 N,2005,30000,2990,
33581,Trs,Trs300,Raga Racing,2018,10000,3490,
33585,KAWASAKI,[*AJ*] NINJA,ZX 10R,2009,40000,4490,
33588,TRIUMPH,TIGER,800,2019,20000,9990,
33606,HONDA,AFRICA TWIN,CRF 1000L,2018,20000,10990,
33609,YAMAHA,MT,9,2015,50000,6690,
33620,HONDA,[*AJ*] CB,600 F HORNET CON ABS,2008,30000,3290,
33621,BMW,F,750 GS,2014,40000,6290,
33623,YAMAHA,MAJESTY,125,2005,40000,1190,
33624,BMW,K,1200 LT,2007,60000,5990,
33630,KEEWAY,RKV,125,2016,9500,1490,750
33632,BMW,C,650 GT,2015,20000,5990,4800
33637,YAMAHA,X-MAX,125,2019,10890,3990,3000
33641,Wottan,Storm,125,2020,10000,2190,
33644,SUZUKI,V-STROM,650,2009,60000,3490,
33645,HONDA,CB,650F,2017,30000,5590,
33661,BENELLI,502,C,2017,30000,4390,
33662,HONDA,VARADERO,XL 125,2008,20000,2790,
33668,Zontes,Z2 125,Negra amarilla,2021,10000,2490,
33670,YAMAHA,FZ6,N,2007,20000,3290,
33675,YAMAHA,MT,7,2014,50000,3990,
33677,SYM,JET,125,2021,10000,2390,
33680,HONDA,CB,600 F HORNET,2005,45000,2490,1500
33681,KSR,GRS,125,2020,30000,1690,
33682,HARLEY DAVIDSON,SPORTSTER,1200 CUSTOM,2004,40000,4990,
33684,SUZUKI,GSR,600,2009,65691,0,2000
33689,KAWASAKI,VN,900 CLASSIC,2009,10000,5990,
33694,PIAGGIO,[*AJ*] LIBERTY,125 4T,2012,40000,1190,
33696,HONDA,SH,150,2005,40000,1190,
33698,YAMAHA,XV,250 VIRAGO,2007,30000,1390,
33703,Orcal,Sk01,125cc,2021,10000,3190,
33708,BMW,R,850 R,2005,30000,4190,
33709,DUCATI,MONSTER,696,2012,40000,4190,
33710,MONDIAL,HPS,125,2020,10000,3290,
33715,PIAGGIO,TYPHOON,50 2T,2020,10000,1490,
33718,HONDA,TRANSALP,XL 650 V,2000,40000,2490,
33719,MV AGUSTA,F3,675,2016,20000,9900,
33720,TRIUMPH,TIGER,1050,2007,60000,4990,
33725,SUZUKI,GS,500,2006,30000,1990,
33731,YAMAHA,T-MAX,530,2012,40000,6290,
33736,HONDA,CROSSTOURER,V4,2012,80000,5190,
33737,BMW,K,1200 S,2007,50000,6490,
33739,YAMAHA,[*AJ*] MT,07 ABS,2018,50000,4890,
33743,Goes,GT 125,Gt 125,2017,10000,1790,
33744,YAMAHA,FZ8,N,2014,20000,5290,
33746,MASH,CAFÃ‰ RACER,125,2019,10000,1690,
33748,yamaha,niken,normal,2018,6663,12490,9800
33750,KEEWAY,RKV,125,2017,20000,1590,
33756,BMW,S,1000 R,2017,10000,11790,
33758,KEEWAY,RKR,125,2020,10000,2190,
33759,BMW,G,650 GS,2015,50000,4490,
33760,APRILIA,TUONO,1000,2007,50000,3890,2099
33761,KYMCO,SUPERDINK350,350,2017,30000,7590,2100
33763,KAWASAKI,[*AJ*] Z,800e,2016,20000,5790,
33764,DAELIM,DAYSTAR,125 FI,2014,10000,1390,
33778,YAMAHA,[*AJ*] FZ6,S ABS,2008,80000,1490,
33809,SUZUKI,V-STROM,1000,2017,30000,8990,
33815,SUZUKI,BURGMAN,200,2010,20000,1890,
33819,KYMCO,SUPER DINK,300,2012,40000,1890,
33823,DAELIM,HISTORY,125 CC,2018,10000,1990,
33831,SUZUKI,MARAUDER,250,2006,20000,1390,
33834,HANWAY,RAW 125 SR SPORT,2021,2021,10000,1790,
33835,HONDA,CBF,600 S,2008,60000,2990,
33840,SUZUKI,GSR,600,2008,50000,2490,
33848,HONDA,DEAUVILLE,NT 700,2018,27800,7290,5700
33849,BMW,C,650 SPORT,2016,40000,5990,
33851,HONDA,[*AJ*] NC,750X ABS,2014,60000,4590,
33852,YAMAHA,MT,7,2020,10000,5790,
33853,BMW,F,700 GS,2013,80000,5290,
33856,HONDA,CBR,600 RR,2005,60000,3590,
33859,HARLEY DAVIDSON,SPORTSTER,1200 SPORT,2010,60000,6490,
33860,BMW,R,850 R,2006,60000,3690,
33866,BMW,F,800 S,2007,20000,4590,
33870,YAMAHA,X-MAX,250,2015,32023,3190,2400
33873,KAWASAKI,Z,1000,2009,50000,4490,
33874,RIEJU,MRX,PRO,2021,10000,6990,
33881,BMW,F,800 R,2009,50000,3790,
33888,HONDA,VTX,1800,2005,60000,5990,
33889,YAMAHA,DRIVESTART,VP05,2002,30000,4490,
33890,DAELIM,BESBI,125 CC,2018,10000,1690,
33892,SYM,SYMPHONY,50,2017,20000,1590,
33893,HONDA,FORZA,125,2021,10000,4490,
33896,KYMCO,SUPER DINK,125,2013,24000,1790,850
33901,DUCATI,SCRAMBLER,CAFÉ RACER,2018,10000,8390,
33904,YAMAHA,XJ6,600 DIVERSION S,2010,30000,3890,
33905,SUZUKI,MARAUDER,250,2001,20000,1290,
33908,KYMCO,[*AJ*] K-XCT,300i,2015,40000,2290,
33909,YAMAHA,X-MAX,300,2018,20000,4390,
33910,KAWASAKI,GTR,1400,2012,80000,6390,
33912,YAMAHA,XT,1200 Z SUPER TENERE,2018,25000,11990,9400
33913,TRIUMPH,SPEEDMASTER,800,2012,20000,5790,
33915,PEUGEOT,METROPOLIS,400,2018,40000,4590,
33917,KAWASAKI,Z,900,2018,10000,6792,
33920,KYMCO,AGILITY,125,2017,20000,1790,
33922,KYMCO,AGILITY,125,2019,10000,1890,
33923,BMW,R,NINET SCRAMBLER,2018,20000,11290,
33924,YAMAHA,YZF,R 125,2009,40000,2190,
33938,BMW,R,1250 GS,2015,80000,11790,
33950,BMW,R,1200 GS,2014,80000,11290,
33952,KAWASAKI,Z,900,2018,40000,6590,
33956,HONDA,REBEL,500,2018,30000,5190,
33970,Mitt,Mb 125,125,2019,10000,2690,
33971,DUCATI,MONSTER,696,2008,40000,3790,
33972,APRILIA,SX,125,2021,10000,3490,2500
33974,HONDA,NC,750S,2019,30000,5190,
33993,YAMAHA,XVS,1300 MIDNIGHT STAR,2009,20000,7490,
33994,SUZUKI,[*AJ*] BANDIT,650,2004,40000,2490,
33998,KYMCO,GRAND DINK,300,2019,30000,2790,
34002,KEEWAY,RKF,125,2018,10000,1990,
34004,YAMAHA,XJ6,600  DIVERSION S,2009,50000,3490,2300
