id,Brand,Model,Year,Odometer,Sell_Price,Purchase_Price,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke,Gearbox,Bore (mm),Stroke (mm),Fuel capacity (lts),Fuel system,Fuel control,Cooling system,Transmission type,Dry weight (kg),Wheelbase (mm),Seat height (mm),Front brakes,Rear brakes,Front tire,Rear tire,Front suspension,Rear suspension,Color options
42031,keeway,superlight 125,2017,20000,1590,,Custom / cruiser,2.8,124.1,10.5,8.9,Single cylinder, four-stroke,5-speed,56.5,49.5,15.0,Carburettor,Overhead Valves (OHV),Air,Chain,134.0,1440.0,730.0,Single disc,Expanding brake (drum brake),100/80-17 ,130/80-17 ,Telescopic forks,Telescopic coil spring oil damped,Black
51542,keeway,superlight 125,2017,11492,1690,900.0,Custom / cruiser,2.8,124.1,10.5,8.9,Single cylinder, four-stroke,5-speed,56.5,49.5,15.0,Carburettor,Overhead Valves (OHV),Air,Chain,134.0,1440.0,730.0,Single disc,Expanding brake (drum brake),100/80-17 ,130/80-17 ,Telescopic forks,Telescopic coil spring oil damped,Black
55306,keeway,superlight 125,2017,20000,1790,,Custom / cruiser,2.8,124.1,10.5,8.9,Single cylinder, four-stroke,5-speed,56.5,49.5,15.0,Carburettor,Overhead Valves (OHV),Air,Chain,134.0,1440.0,730.0,Single disc,Expanding brake (drum brake),100/80-17 ,130/80-17 ,Telescopic forks,Telescopic coil spring oil damped,Black
8620,mash,cafe racer 125,2019,9000,1990,1000.0,Allround,,124.6,11.0,,Single cylinder, four-stroke,,,,12.0,Carburettor,,Air,Chain,112.0,,780.0,Single disc,Single disc,110/70-17 ,130/70-17 ,Telescopic fork,Dual shock,Silver Mat
8666,honda,forza 125,2018,30000,2990,,Scooter,3.2,124.9,14.8,12.5,Single cylinder, four-stroke,Automatic,52.4,57.9,11.5,Injection. PGM-FI electronic fuel injection,Single Overhead Cams (SOHC),Liquid,Belt,,1490.0,780.0,Single disc. ABS. ,Single disc. ABS. ,120/70-15 ,140/70-14 ,Telescopic,Twin,"Silver/blue, white/blue, black"
14697,honda,forza 125,2018,12025,3590,2800.0,Scooter,3.2,124.9,14.8,12.5,Single cylinder, four-stroke,Automatic,52.4,57.9,11.5,Injection. PGM-FI electronic fuel injection,Single Overhead Cams (SOHC),Liquid,Belt,,1490.0,780.0,Single disc. ABS. ,Single disc. ABS. ,120/70-15 ,140/70-14 ,Telescopic,Twin,"Silver/blue, white/blue, black"
17507,honda,forza 125,2018,10000,3990,,Scooter,3.2,124.9,14.8,12.5,Single cylinder, four-stroke,Automatic,52.4,57.9,11.5,Injection. PGM-FI electronic fuel injection,Single Overhead Cams (SOHC),Liquid,Belt,,1490.0,780.0,Single disc. ABS. ,Single disc. ABS. ,120/70-15 ,140/70-14 ,Telescopic,Twin,"Silver/blue, white/blue, black"
17728,honda,forza 125,2018,10000,3990,,Scooter,3.2,124.9,14.8,12.5,Single cylinder, four-stroke,Automatic,52.4,57.9,11.5,Injection. PGM-FI electronic fuel injection,Single Overhead Cams (SOHC),Liquid,Belt,,1490.0,780.0,Single disc. ABS. ,Single disc. ABS. ,120/70-15 ,140/70-14 ,Telescopic,Twin,"Silver/blue, white/blue, black"
21707,honda,forza 125,2018,24453,3490,2200.0,Scooter,3.2,124.9,14.8,12.5,Single cylinder, four-stroke,Automatic,52.4,57.9,11.5,Injection. PGM-FI electronic fuel injection,Single Overhead Cams (SOHC),Liquid,Belt,,1490.0,780.0,Single disc. ABS. ,Single disc. ABS. ,120/70-15 ,140/70-14 ,Telescopic,Twin,"Silver/blue, white/blue, black"
25785,honda,forza 125,2018,20000,3790,,Scooter,3.2,124.9,14.8,12.5,Single cylinder, four-stroke,Automatic,52.4,57.9,11.5,Injection. PGM-FI electronic fuel injection,Single Overhead Cams (SOHC),Liquid,Belt,,1490.0,780.0,Single disc. ABS. ,Single disc. ABS. ,120/70-15 ,140/70-14 ,Telescopic,Twin,"Silver/blue, white/blue, black"
26614,honda,forza 125,2018,883,4290,3000.0,Scooter,3.2,124.9,14.8,12.5,Single cylinder, four-stroke,Automatic,52.4,57.9,11.5,Injection. PGM-FI electronic fuel injection,Single Overhead Cams (SOHC),Liquid,Belt,,1490.0,780.0,Single disc. ABS. ,Single disc. ABS. ,120/70-15 ,140/70-14 ,Telescopic,Twin,"Silver/blue, white/blue, black"
36399,honda,forza 125,2018,20000,3790,,Scooter,3.2,124.9,14.8,12.5,Single cylinder, four-stroke,Automatic,52.4,57.9,11.5,Injection. PGM-FI electronic fuel injection,Single Overhead Cams (SOHC),Liquid,Belt,,1490.0,780.0,Single disc. ABS. ,Single disc. ABS. ,120/70-15 ,140/70-14 ,Telescopic,Twin,"Silver/blue, white/blue, black"
50954,honda,forza 125,2018,500,3790,2700.0,Scooter,3.2,124.9,14.8,12.5,Single cylinder, four-stroke,Automatic,52.4,57.9,11.5,Injection. PGM-FI electronic fuel injection,Single Overhead Cams (SOHC),Liquid,Belt,,1490.0,780.0,Single disc. ABS. ,Single disc. ABS. ,120/70-15 ,140/70-14 ,Telescopic,Twin,"Silver/blue, white/blue, black"
8694,derbi,terra 125,2008,10000,1690,,Allround,3.8,124.2,,,Single cylinder, four-stroke,Automatic,58.0,47.0,12.0,,,Liquid,Belt,117.0,1440.0,795.0,Single disc,Single disc,100/90-18 ,130/90-17 ,Hydraulic fork,Mono-shock with adjustable spring pre-load. 150 mm travel,
8701,aprilia,shiver 750,2008,40000,3390,,Naked bike,3.8,749.0,95.0,,V2, four-stroke,6-speed,92.0,56.4,16.0,Injection. Integrated electronic engine management system. Indirect multi-point electronic injection. 57 mm diameter throttle bodies.,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,189.0,1440.0,810.0,Double disc,Single disc,120/70-17 ,180/55-17 ,43 mm upside-down fork. 120 mm wheel travel.,Aluminium alloy swingarm with reinforcement truss.,
51805,aprilia,shiver 750,2008,40000,3190,,Naked bike,3.8,749.0,95.0,,V2, four-stroke,6-speed,92.0,56.4,16.0,Injection. Integrated electronic engine management system. Indirect multi-point electronic injection. 57 mm diameter throttle bodies.,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,189.0,1440.0,810.0,Double disc,Single disc,120/70-17 ,180/55-17 ,43 mm upside-down fork. 120 mm wheel travel.,Aluminium alloy swingarm with reinforcement truss.,
52404,aprilia,shiver 750,2008,30000,3490,,Naked bike,3.8,749.0,95.0,,V2, four-stroke,6-speed,92.0,56.4,16.0,Injection. Integrated electronic engine management system. Indirect multi-point electronic injection. 57 mm diameter throttle bodies.,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,189.0,1440.0,810.0,Double disc,Single disc,120/70-17 ,180/55-17 ,43 mm upside-down fork. 120 mm wheel travel.,Aluminium alloy swingarm with reinforcement truss.,
8792,triumph,street triple,2011,30000,4390,,Naked bike,3.4,675.0,105.0,67.8,In-line three, four-stroke,6-speed,74.0,52.3,17.41,Injection. Multipoint sequential electronic fuel injection with SAI,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1410.0,800.0,Double disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,Kayaba 41mm upside down forks. 120mm travel,Kayaba monoshock with adjustable preload. 126mm rear wheel travel,Phantom Black. Diablo Red. Crystal White
24955,triumph,street triple,2011,40000,3990,2500.0,Naked bike,3.4,675.0,105.0,67.8,In-line three, four-stroke,6-speed,74.0,52.3,17.41,Injection. Multipoint sequential electronic fuel injection with SAI,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1410.0,800.0,Double disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,Kayaba 41mm upside down forks. 120mm travel,Kayaba monoshock with adjustable preload. 126mm rear wheel travel,Phantom Black. Diablo Red. Crystal White
51611,triumph,street triple,2011,40000,3990,,Naked bike,3.4,675.0,105.0,67.8,In-line three, four-stroke,6-speed,74.0,52.3,17.41,Injection. Multipoint sequential electronic fuel injection with SAI,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1410.0,800.0,Double disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,Kayaba 41mm upside down forks. 120mm travel,Kayaba monoshock with adjustable preload. 126mm rear wheel travel,Phantom Black. Diablo Red. Crystal White
8794,harley davidson,sportster 1200 custom,2016,40000,10490,,Custom / cruiser,2.8,1201.3,68.0,96.0,V2, four-stroke,6-speed,88.9,96.8,2.8,Injection. Electronic Sequential Port Fuel Injection (ESPFI),,Air,Belt,255.0,1530.0,676.0,"Single disc. Dual piston, optional ABS.","Single disc. Dual piston, optional ABS.",130/90-B16 ,150/80-B16 ,Telescopic fork,Twin shocks,"Superial Blue, Mysterious Red Sunglo/Velocity Red Sunglo,
Amber Whiskey, Vivid Black,
Deep Jade Pearl/Vivid Black,
Charcoal Pearl"
34207,harley davidson,sportster 1200 custom,2016,40000,9990,,Custom / cruiser,2.8,1201.3,68.0,96.0,V2, four-stroke,6-speed,88.9,96.8,2.8,Injection. Electronic Sequential Port Fuel Injection (ESPFI),,Air,Belt,255.0,1530.0,676.0,"Single disc. Dual piston, optional ABS.","Single disc. Dual piston, optional ABS.",130/90-B16 ,150/80-B16 ,Telescopic fork,Twin shocks,"Superial Blue, Mysterious Red Sunglo/Velocity Red Sunglo,
Amber Whiskey, Vivid Black,
Deep Jade Pearl/Vivid Black,
Charcoal Pearl"
8828,piaggio,medley 125,2017,10000,2390,,Scooter,3.2,125.0,12.1,11.5,Single cylinder, four-stroke,Automatic,52.0,58.7,7.0,Injection,Single Overhead Cams (SOHC),Liquid,Belt,,1346.0,799.0,Double disc. ABS. Two-piston calipers. ,Single disc. ABS. Two-piston calipers. ,100/80-16 ,110/80-14 ,Hydraulic telescopic forkwith pressed steel reinforcements,"Double dual effect hydraulic shock absorber, adjustable spring preload in 5 positions","White, Grey, Black "
46290,piaggio,medley 125,2017,10000,2190,,Scooter,3.2,125.0,12.1,11.5,Single cylinder, four-stroke,Automatic,52.0,58.7,7.0,Injection,Single Overhead Cams (SOHC),Liquid,Belt,,1346.0,799.0,Double disc. ABS. Two-piston calipers. ,Single disc. ABS. Two-piston calipers. ,100/80-16 ,110/80-14 ,Hydraulic telescopic forkwith pressed steel reinforcements,"Double dual effect hydraulic shock absorber, adjustable spring preload in 5 positions","White, Grey, Black "
8867,honda,forza 300,2019,10000,4190,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
10841,honda,forza 300,2019,30000,3890,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
11056,honda,forza 300,2019,30000,4090,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
11143,honda,forza 300,2019,10000,4990,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
21826,honda,forza 300,2019,20000,4090,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
25801,honda,forza 300,2019,20000,3990,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
30340,honda,forza 300,2019,20000,4490,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
32620,honda,forza 300,2019,20000,4190,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
37404,honda,forza 300,2019,10000,4490,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
37960,honda,forza 300,2019,10000,4490,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
39098,honda,forza 300,2019,20000,4390,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
41033,honda,forza 300,2019,20000,4390,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
41091,honda,forza 300,2019,10000,4290,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
44100,honda,forza 300,2019,10000,4490,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
52448,honda,forza 300,2019,10000,4790,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
54899,honda,forza 300,2019,10000,4490,,Scooter,3.7,279.0,24.8,27.5,Single cylinder, four-stroke,Automatic,68.0,68.5,11.5,Injection. PGM-Fi,Single Overhead Cams (SOHC),Liquid,Belt,189.0,1510.0,755.0,Single disc. ABS,Single disc. ABS,110/90-13 ,140/70-13 ,Telescopic fork,Unit Swing ,"Pearl Horizon White, Sword Silver Metallic, Astroid Black Metallic"
8960,bmw,g 650 gs,2014,80000,3990,,Enduro / offroad,3.5,652.0,48.0,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,14.0,"Injection. Electronic intake pipe injection/BMW engine management, twin spark ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.0,1477.0,780.0,Single disc. Floating discs. Two-piston calipers. ,Single disc. Floating disc. Single-piston caliper. ,110/80-R19 ,140/80-R17 ,"Telescopic fork, 41mm diameter, fork stabiliser","Box-section steel dual swing-arm, central spring strut operated by lever system, spring pre-load hydraulically adjustable (continuously variable) at hand wheel, rebound damping adjustable","Deep black, Aura white"
49788,bmw,g 650 gs,2014,30000,4890,,Enduro / offroad,3.5,652.0,48.0,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,14.0,"Injection. Electronic intake pipe injection/BMW engine management, twin spark ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.0,1477.0,780.0,Single disc. Floating discs. Two-piston calipers. ,Single disc. Floating disc. Single-piston caliper. ,110/80-R19 ,140/80-R17 ,"Telescopic fork, 41mm diameter, fork stabiliser","Box-section steel dual swing-arm, central spring strut operated by lever system, spring pre-load hydraulically adjustable (continuously variable) at hand wheel, rebound damping adjustable","Deep black, Aura white"
52431,bmw,g 650 gs,2014,40000,4690,,Enduro / offroad,3.5,652.0,48.0,60.0,Single cylinder, four-stroke,5-speed,100.0,83.0,14.0,"Injection. Electronic intake pipe injection/BMW engine management, twin spark ignition",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,175.0,1477.0,780.0,Single disc. Floating discs. Two-piston calipers. ,Single disc. Floating disc. Single-piston caliper. ,110/80-R19 ,140/80-R17 ,"Telescopic fork, 41mm diameter, fork stabiliser","Box-section steel dual swing-arm, central spring strut operated by lever system, spring pre-load hydraulically adjustable (continuously variable) at hand wheel, rebound damping adjustable","Deep black, Aura white"
8989,bmw,f 800 r,2011,60000,3690,,Naked bike,3.4,798.0,85.8,86.0,Twin, four-stroke,6-speed,82.0,75.6,16.0,Injection. Electronic intake pipe injection / digital engine management (BMS-KP),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,177.0,1520.0,800.0,Double disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,"Telescopic fork, Ã˜ 43 mm","Cast aluminium double sided swing arm, central spring strut, spring pre-load hydraulically adjustable (continuously variable) at handwheel, rebound damping adjustable","Grey/black, white/blue/red, white/black, yellow/black"
15785,bmw,f 800 r,2011,20000,4690,,Naked bike,3.4,798.0,85.8,86.0,Twin, four-stroke,6-speed,82.0,75.6,16.0,Injection. Electronic intake pipe injection / digital engine management (BMS-KP),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,177.0,1520.0,800.0,Double disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,"Telescopic fork, Ã˜ 43 mm","Cast aluminium double sided swing arm, central spring strut, spring pre-load hydraulically adjustable (continuously variable) at handwheel, rebound damping adjustable","Grey/black, white/blue/red, white/black, yellow/black"
22309,bmw,f 800 r,2011,80000,3090,,Naked bike,3.4,798.0,85.8,86.0,Twin, four-stroke,6-speed,82.0,75.6,16.0,Injection. Electronic intake pipe injection / digital engine management (BMS-KP),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,177.0,1520.0,800.0,Double disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,"Telescopic fork, Ã˜ 43 mm","Cast aluminium double sided swing arm, central spring strut, spring pre-load hydraulically adjustable (continuously variable) at handwheel, rebound damping adjustable","Grey/black, white/blue/red, white/black, yellow/black"
27930,bmw,f 800 r,2011,30000,4690,,Naked bike,3.4,798.0,85.8,86.0,Twin, four-stroke,6-speed,82.0,75.6,16.0,Injection. Electronic intake pipe injection / digital engine management (BMS-KP),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,177.0,1520.0,800.0,Double disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,"Telescopic fork, Ã˜ 43 mm","Cast aluminium double sided swing arm, central spring strut, spring pre-load hydraulically adjustable (continuously variable) at handwheel, rebound damping adjustable","Grey/black, white/blue/red, white/black, yellow/black"
41598,bmw,f 800 r,2011,28100,4290,3000.0,Naked bike,3.4,798.0,85.8,86.0,Twin, four-stroke,6-speed,82.0,75.6,16.0,Injection. Electronic intake pipe injection / digital engine management (BMS-KP),Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,177.0,1520.0,800.0,Double disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,"Telescopic fork, Ã˜ 43 mm","Cast aluminium double sided swing arm, central spring strut, spring pre-load hydraulically adjustable (continuously variable) at handwheel, rebound damping adjustable","Grey/black, white/blue/red, white/black, yellow/black"
9018,yamaha,x-max 125,2013,40000,1990,,Scooter,,124.7,13.9,11.3,Single cylinder, four-stroke,Automatic,52.0,58.6,11.8,Injection. EFI,Single Overhead Cams (SOHC),Liquid,Belt,,1545.0,775.0,Single disc,Single disc,120/70-15 ,140/70-14 ,Telescopic fork,Unit swing,"Titanium, white, black"
30151,yamaha,x-max 125,2013,80000,1490,,Scooter,,124.7,13.9,11.3,Single cylinder, four-stroke,Automatic,52.0,58.6,11.8,Injection. EFI,Single Overhead Cams (SOHC),Liquid,Belt,,1545.0,775.0,Single disc,Single disc,120/70-15 ,140/70-14 ,Telescopic fork,Unit swing,"Titanium, white, black"
32246,yamaha,x-max 125,2013,20000,2690,,Scooter,,124.7,13.9,11.3,Single cylinder, four-stroke,Automatic,52.0,58.6,11.8,Injection. EFI,Single Overhead Cams (SOHC),Liquid,Belt,,1545.0,775.0,Single disc,Single disc,120/70-15 ,140/70-14 ,Telescopic fork,Unit swing,"Titanium, white, black"
41285,yamaha,x-max 125,2013,40000,2490,,Scooter,,124.7,13.9,11.3,Single cylinder, four-stroke,Automatic,52.0,58.6,11.8,Injection. EFI,Single Overhead Cams (SOHC),Liquid,Belt,,1545.0,775.0,Single disc,Single disc,120/70-15 ,140/70-14 ,Telescopic fork,Unit swing,"Titanium, white, black"
9046,ducati,monster 1200,2019,20000,12490,,Naked bike,,1198.4,150.0,126.0,V2, four-stroke,6-speed,106.0,67.9,16.5,Injection. 53mm throttle bodies with full  Ride by Wire,Desmodromic valve control,Liquid,Chain,187.0,1485.0,795.0,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. ABS. Floating disc. Two-piston calipers. ,120/70-ZR17 ,190/55-ZR17 ,43mm fully adjustable usd forks,Progressive linkage with fully adjustable monoshock. Aluminium single-sided swingarm,Ducati Red
45377,ducati,monster 1200,2019,20000,8990,,Naked bike,,1198.4,150.0,126.0,V2, four-stroke,6-speed,106.0,67.9,16.5,Injection. 53mm throttle bodies with full  Ride by Wire,Desmodromic valve control,Liquid,Chain,187.0,1485.0,795.0,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. ABS. Floating disc. Two-piston calipers. ,120/70-ZR17 ,190/55-ZR17 ,43mm fully adjustable usd forks,Progressive linkage with fully adjustable monoshock. Aluminium single-sided swingarm,Ducati Red
51319,ducati,monster 1200,2019,30000,12290,,Naked bike,,1198.4,150.0,126.0,V2, four-stroke,6-speed,106.0,67.9,16.5,Injection. 53mm throttle bodies with full  Ride by Wire,Desmodromic valve control,Liquid,Chain,187.0,1485.0,795.0,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. ABS. Floating disc. Two-piston calipers. ,120/70-ZR17 ,190/55-ZR17 ,43mm fully adjustable usd forks,Progressive linkage with fully adjustable monoshock. Aluminium single-sided swingarm,Ducati Red
9062,aprilia,mana 850,2011,10000,3590,,Naked bike,3.2,839.3,75.1,73.0,V2, four-stroke,Automatic,88.0,69.0,16.0,Injection. Integrated engine management system. Weber Marelli electronic fuel injection with one 38 mm throttle body,,Liquid,Chain,185.0,1463.0,800.0,Double disc,Single disc,120/70-17 ,180/55-17 ,43 mm upside-down fork.,Aluminium alloy single-piece swingarm.  Hydraulic shock absorber adjustable in spring preload and rebound damping. ,"Redy, white, black"
9084,bmw,r 1200 r,2016,20000,10790,,Allround,3.7,1170.0,125.0,125.0,Two cylinder boxer, four-stroke,6-speed,101.0,73.0,18.0,"Injection. Electronic intake pipe injection/BMS-K+ digital enfinemanagement with overrun fuel cut-off, twin spark ignition",Double Overhead Cams/Twin Cam (DOHC),Oil & air,Shaft drive,,1515.0,790.0,Double disc. ABS. Floating discs. Four-piston calipers. ,Single disc. ABS. Floating disc. Two-piston calipers. ,120/70-ZR17 ,180/55-ZR17 ,Telescopic Upside-Down fork; stanchion diameter 45 mm,"Cast aluminium single-sided swing arm with BMW Motorrad Paralever; WAD strut (travel-related damping), spring pre-load hydraulically adjustable (continuously variable) at handwheel, rebound damping adjustable at handwheel","Cordoba Blue, Thunder Metallic Grey, Light White"
13174,bmw,r 1200 r,2016,20000,10290,,Allround,3.7,1170.0,125.0,125.0,Two cylinder boxer, four-stroke,6-speed,101.0,73.0,18.0,"Injection. Electronic intake pipe injection/BMS-K+ digital enfinemanagement with overrun fuel cut-off, twin spark ignition",Double Overhead Cams/Twin Cam (DOHC),Oil & air,Shaft drive,,1515.0,790.0,Double disc. ABS. Floating discs. Four-piston calipers. ,Single disc. ABS. Floating disc. Two-piston calipers. ,120/70-ZR17 ,180/55-ZR17 ,Telescopic Upside-Down fork; stanchion diameter 45 mm,"Cast aluminium single-sided swing arm with BMW Motorrad Paralever; WAD strut (travel-related damping), spring pre-load hydraulically adjustable (continuously variable) at handwheel, rebound damping adjustable at handwheel","Cordoba Blue, Thunder Metallic Grey, Light White"
39453,bmw,r 1200 r,2016,30000,9990,,Allround,3.7,1170.0,125.0,125.0,Two cylinder boxer, four-stroke,6-speed,101.0,73.0,18.0,"Injection. Electronic intake pipe injection/BMS-K+ digital enfinemanagement with overrun fuel cut-off, twin spark ignition",Double Overhead Cams/Twin Cam (DOHC),Oil & air,Shaft drive,,1515.0,790.0,Double disc. ABS. Floating discs. Four-piston calipers. ,Single disc. ABS. Floating disc. Two-piston calipers. ,120/70-ZR17 ,180/55-ZR17 ,Telescopic Upside-Down fork; stanchion diameter 45 mm,"Cast aluminium single-sided swing arm with BMW Motorrad Paralever; WAD strut (travel-related damping), spring pre-load hydraulically adjustable (continuously variable) at handwheel, rebound damping adjustable at handwheel","Cordoba Blue, Thunder Metallic Grey, Light White"
9203,bmw,g 650 gs,2010,30000,3990,,Enduro / offroad,3.3,652.0,50.0,44.0,Single cylinder, four-stroke,5-speed,100.0,83.0,15.14,"Injection. Electronic intake pipe injection / BMW engine management, twin spark ignition",,Liquid,Chain,191.9,1500.0,780.0,Single disc. ABS,Single disc,100/90-19 ,130/80-17 ,"Upside-down front fork, Ø 45 mm, rebound and compression damping adjustable","Cast aluminium dual swing arm, Air Damping System, spring pre-load and damping continuously variable by air pressure","Black, red"
